dteday,hr,cnt,temp,weathersit
2011-11-27,5,5,0.36,1
2011-11-27,6,9,0.38,1
2011-11-27,7,23,0.38,1
2011-11-27,8,42,0.4,1
2011-11-27,9,111,0.46,1
2011-11-27,10,189,0.46,1
2011-11-27,11,240,0.5,1
2011-11-27,12,256,0.54,1
2011-11-27,13,313,0.54,1
2011-11-27,14,313,0.62,1
2011-11-27,15,317,0.62,1
2011-11-27,16,323,0.56,1
2011-11-27,17,204,0.54,1
2011-11-27,18,155,0.5,1
2011-11-27,19,139,0.48,1
2011-11-27,20,104,0.5,1
2011-11-27,21,88,0.48,1
2011-11-27,22,66,0.48,1
2011-11-27,23,32,0.48,1
2011-11-28,0,16,0.46,1
2011-11-28,1,13,0.46,1
2011-11-28,3,5,0.44,1
2011-11-28,4,4,0.44,1
2011-11-28,5,34,0.4,1
2011-11-28,6,104,0.42,1
2011-11-28,7,277,0.42,1
2011-11-28,8,407,0.42,2
2011-11-28,9,208,0.44,2
2011-11-28,10,107,0.48,2
2011-11-28,11,118,0.52,2
2011-11-28,12,178,0.56,1
2011-11-28,13,162,0.58,2
2011-11-28,14,143,0.6,1
2011-11-28,15,150,0.58,1
2011-11-28,16,264,0.56,1
2011-11-28,17,468,0.58,1
2011-11-28,18,416,0.56,1
2011-11-28,19,264,0.54,1
2011-11-28,20,218,0.54,2
2011-11-28,21,156,0.54,2
2011-11-28,22,109,0.52,2
2011-11-28,23,46,0.52,2
2011-11-29,0,22,0.52,1
2011-11-29,1,17,0.52,1
2011-11-29,2,5,0.5,2
2011-11-29,3,2,0.5,2
2011-11-29,4,6,0.52,2
2011-11-29,5,22,0.5,1
2011-11-29,6,89,0.52,1
2011-11-29,7,342,0.52,1
2011-11-29,8,449,0.54,1
2011-11-29,9,202,0.56,3
2011-11-29,10,36,0.56,3
2011-11-29,11,11,0.5,3
2011-11-29,12,18,0.42,3
2011-11-29,13,22,0.42,3
2011-11-29,14,36,0.4,3
2011-11-29,15,65,0.4,3
2011-11-29,16,151,0.4,3
2011-11-29,17,354,0.4,2
2011-11-29,18,358,0.4,2
2011-11-29,19,250,0.4,2
2011-11-29,20,184,0.38,2
2011-11-29,21,125,0.38,2
2011-11-29,22,95,0.38,1
2011-11-29,23,53,0.36,1
2011-11-30,0,24,0.36,1
2011-11-30,1,8,0.34,1
2011-11-30,2,5,0.32,1
2011-11-30,3,1,0.32,1
2011-11-30,4,5,0.3,1
2011-11-30,5,22,0.28,1
2011-11-30,6,103,0.26,1
2011-11-30,7,285,0.26,1
2011-11-30,8,478,0.28,1
2011-11-30,9,193,0.3,1
2011-11-30,10,110,0.34,1
2011-11-30,11,122,0.38,1
2011-11-30,12,160,0.36,2
2011-11-30,13,147,0.38,2
2011-11-30,14,112,0.38,2
2011-11-30,15,115,0.36,1
2011-11-30,16,226,0.36,1
2011-11-30,17,380,0.34,2
2011-11-30,18,376,0.34,1
2011-11-30,19,279,0.32,2
2011-11-30,20,190,0.32,2
2011-11-30,21,135,0.32,1
2011-11-30,22,87,0.3,1
2011-11-30,23,50,0.28,1
2011-12-01,0,20,0.28,1
2011-12-01,1,10,0.26,1
2011-12-01,2,9,0.26,1
2011-12-01,3,7,0.26,1
2011-12-01,4,1,0.26,1
2011-12-01,5,24,0.26,1
2011-12-01,6,97,0.24,1
2011-12-01,7,276,0.24,1
2011-12-01,8,477,0.26,1
2011-12-01,9,224,0.3,1
2011-12-01,10,93,0.32,1
2011-12-01,11,102,0.34,1
2011-12-01,12,148,0.36,1
2011-12-01,13,154,0.4,1
2011-12-01,14,150,0.4,1
2011-12-01,15,154,0.4,1
2011-12-01,16,201,0.4,1
2011-12-01,17,418,0.36,1
2011-12-01,18,405,0.36,1
2011-12-01,19,228,0.34,1
2011-12-01,20,190,0.34,1
2011-12-01,21,162,0.3,1
2011-12-01,22,104,0.3,1
2011-12-01,23,73,0.26,1
2011-12-02,0,38,0.26,1
2011-12-02,1,15,0.24,1
2011-12-02,2,10,0.24,1
2011-12-02,3,1,0.22,1
2011-12-02,4,3,0.22,1
2011-12-02,5,23,0.22,1
2011-12-02,6,87,0.22,1
2011-12-02,7,205,0.22,1
2011-12-02,8,445,0.24,1
2011-12-02,9,246,0.28,1
2011-12-02,10,105,0.3,1
2011-12-02,11,160,0.34,1
2011-12-02,12,204,0.36,1
2011-12-02,13,207,0.4,1
2011-12-02,14,170,0.42,1
2011-12-02,15,199,0.42,1
2011-12-02,16,276,0.42,1
2011-12-02,17,411,0.42,1
2011-12-02,18,372,0.4,1
2011-12-02,19,265,0.34,1
2011-12-02,20,190,0.38,1
2011-12-02,21,111,0.34,1
2011-12-02,22,102,0.32,1
2011-12-02,23,95,0.32,1
2011-12-03,0,75,0.3,1
2011-12-03,1,71,0.26,1
2011-12-03,2,50,0.26,1
2011-12-03,3,9,0.24,1
2011-12-03,4,8,0.22,1
2011-12-03,5,6,0.24,1
2011-12-03,6,11,0.24,1
2011-12-03,7,26,0.22,1
2011-12-03,8,63,0.24,1
2011-12-03,9,124,0.26,1
2011-12-03,10,195,0.32,1
2011-12-03,11,275,0.32,1
2011-12-03,12,358,0.36,1
2011-12-03,13,292,0.36,1
2011-12-03,14,343,0.36,1
2011-12-03,15,337,0.38,1
2011-12-03,16,305,0.38,1
2011-12-03,17,232,0.36,1
2011-12-03,18,224,0.34,1
2011-12-03,19,175,0.3,1
2011-12-03,20,127,0.3,1
2011-12-03,21,109,0.3,2
2011-12-03,22,114,0.32,2
2011-12-03,23,85,0.3,1
2011-12-04,0,83,0.3,1
2011-12-04,1,74,0.3,1
2011-12-04,2,62,0.26,1
2011-12-04,3,41,0.28,1
2011-12-04,4,11,0.26,1
2011-12-04,5,4,0.26,1
2011-12-04,6,4,0.24,1
2011-12-04,7,26,0.26,1
2011-12-04,8,55,0.26,1
2011-12-04,9,126,0.3,1
2011-12-04,10,216,0.32,1
2011-12-04,11,254,0.34,1
2011-12-04,12,329,0.36,1
2011-12-04,13,357,0.4,1
2011-12-04,14,323,0.42,1
2011-12-04,15,296,0.42,1
2011-12-04,16,330,0.42,1
2011-12-04,17,245,0.38,1
2011-12-04,18,171,0.38,1
2011-12-04,19,173,0.38,1
2011-12-04,20,124,0.36,1
2011-12-04,21,72,0.36,1
2011-12-04,22,64,0.34,1
2011-12-04,23,45,0.34,1
2011-12-05,0,24,0.32,1
2011-12-05,1,12,0.32,1
2011-12-05,2,8,0.32,1
2011-12-05,3,2,0.32,1
2011-12-05,4,7,0.3,1
2011-12-05,5,25,0.3,1
2011-12-05,6,90,0.3,1
2011-12-05,7,283,0.32,1
2011-12-05,8,404,0.32,1
2011-12-05,9,190,0.36,2
2011-12-05,10,87,0.36,2
2011-12-05,11,123,0.36,2
2011-12-05,12,154,0.4,2
2011-12-05,13,171,0.42,2
2011-12-05,14,133,0.46,2
2011-12-05,15,148,0.46,2
2011-12-05,16,248,0.5,1
2011-12-05,17,446,0.42,1
2011-12-05,18,399,0.44,1
2011-12-05,19,308,0.46,2
2011-12-05,20,205,0.46,2
2011-12-05,21,176,0.44,2
2011-12-05,22,106,0.44,2
2011-12-05,23,62,0.46,2
2011-12-06,0,28,0.5,2
2011-12-06,1,16,0.46,2
2011-12-06,2,3,0.46,2
2011-12-06,3,3,0.46,2
2011-12-06,4,7,0.46,3
2011-12-06,5,20,0.46,3
2011-12-06,6,86,0.44,2
2011-12-06,7,234,0.46,2
2011-12-06,8,414,0.46,2
2011-12-06,9,204,0.46,2
2011-12-06,10,50,0.46,3
2011-12-06,11,32,0.46,3
2011-12-06,12,55,0.46,3
2011-12-06,13,71,0.46,3
2011-12-06,14,75,0.48,3
2011-12-06,15,45,0.5,3
2011-12-06,16,88,0.46,3
2011-12-06,17,262,0.46,2
2011-12-06,18,304,0.46,2
2011-12-06,19,233,0.46,3
2011-12-06,20,110,0.46,3
2011-12-06,21,114,0.44,2
2011-12-06,22,87,0.46,3
2011-12-06,23,53,0.46,3
2011-12-07,0,33,0.44,1
2011-12-07,1,13,0.46,2
2011-12-07,2,6,0.46,3
2011-12-07,3,3,0.46,3
2011-12-07,4,1,0.46,3
2011-12-07,5,3,0.46,3
2011-12-07,6,18,0.48,3
2011-12-07,7,46,0.44,3
2011-12-07,8,86,0.44,3
2011-12-07,9,64,0.44,3
2011-12-07,10,33,0.44,3
2011-12-07,11,50,0.44,3
2011-12-07,12,33,0.44,3
2011-12-07,13,33,0.44,3
2011-12-07,14,25,0.44,3
2011-12-07,15,30,0.42,3
2011-12-07,16,31,0.42,3
2011-12-07,17,52,0.4,3
2011-12-07,18,51,0.4,3
2011-12-07,19,33,0.34,3
2011-12-07,20,26,0.34,3
2011-12-07,21,6,0.3,3
2011-12-07,22,13,0.24,3
2011-12-07,23,16,0.24,1
2011-12-08,0,21,0.26,2
2011-12-08,1,7,0.26,1
2011-12-08,2,4,0.28,1
2011-12-08,3,1,0.26,1
2011-12-08,4,2,0.24,2
2011-12-08,5,12,0.22,1
2011-12-08,6,71,0.22,1
2011-12-08,7,244,0.22,1
2011-12-08,8,429,0.22,1
2011-12-08,9,225,0.24,1
2011-12-08,10,110,0.26,1
2011-12-08,11,106,0.28,1
2011-12-08,12,156,0.28,1
2011-12-08,13,124,0.3,1
2011-12-08,14,137,0.32,1
2011-12-08,15,117,0.32,1
2011-12-08,16,208,0.32,1
2011-12-08,17,331,0.3,1
2011-12-08,18,318,0.28,1
2011-12-08,19,232,0.26,1
2011-12-08,20,175,0.26,1
2011-12-08,21,139,0.28,1
2011-12-08,22,92,0.26,1
2011-12-08,23,61,0.24,1
2011-12-09,0,34,0.24,1
2011-12-09,1,14,0.24,1
2011-12-09,2,12,0.24,1
2011-12-09,3,6,0.22,1
2011-12-09,4,2,0.22,1
2011-12-09,5,20,0.22,1
2011-12-09,6,63,0.22,1
2011-12-09,7,199,0.22,1
2011-12-09,8,385,0.24,1
2011-12-09,9,264,0.26,1
2011-12-09,10,126,0.3,2
2011-12-09,11,136,0.32,1
2011-12-09,12,173,0.36,1
2011-12-09,13,168,0.38,1
2011-12-09,14,187,0.38,1
2011-12-09,15,189,0.38,1
2011-12-09,16,250,0.36,1
2011-12-09,17,362,0.34,1
2011-12-09,18,318,0.34,1
2011-12-09,19,199,0.34,1
2011-12-09,20,150,0.3,1
2011-12-09,21,140,0.3,1
2011-12-09,22,129,0.28,1
2011-12-09,23,94,0.28,1
2011-12-10,0,77,0.26,2
2011-12-10,1,66,0.26,2
2011-12-10,2,60,0.28,2
2011-12-10,3,25,0.28,2
2011-12-10,4,3,0.26,2
2011-12-10,5,6,0.26,1
2011-12-10,6,11,0.24,1
2011-12-10,7,11,0.24,1
2011-12-10,8,73,0.26,1
2011-12-10,9,149,0.28,1
2011-12-10,10,192,0.32,1
2011-12-10,11,236,0.32,1
2011-12-10,12,283,0.32,1
2011-12-10,13,286,0.34,1
2011-12-10,14,293,0.34,1
2011-12-10,15,299,0.34,1
2011-12-10,16,241,0.32,1
2011-12-10,17,185,0.28,1
2011-12-10,18,172,0.26,1
2011-12-10,19,154,0.26,1
2011-12-10,20,124,0.24,1
2011-12-10,21,83,0.22,1
2011-12-10,22,95,0.22,1
2011-12-10,23,66,0.2,1
2011-12-11,0,74,0.2,1
2011-12-11,1,62,0.16,1
2011-12-11,2,52,0.18,1
2011-12-11,3,19,0.16,1
2011-12-11,4,5,0.16,1
2011-12-11,5,6,0.18,1
2011-12-11,6,10,0.16,1
2011-12-11,7,31,0.18,1
2011-12-11,8,72,0.16,1
2011-12-11,9,107,0.2,1
2011-12-11,10,194,0.24,1
2011-12-11,11,197,0.26,1
2011-12-11,12,288,0.26,1
2011-12-11,13,268,0.3,1
2011-12-11,14,242,0.3,1
2011-12-11,15,266,0.3,1
2011-12-11,16,206,0.3,1
2011-12-11,17,163,0.28,1
2011-12-11,18,163,0.24,1
2011-12-11,19,105,0.22,1
2011-12-11,20,72,0.22,1
2011-12-11,21,63,0.22,1
2011-12-11,22,43,0.22,1
2011-12-11,23,35,0.2,1
2011-12-12,0,20,0.2,1
2011-12-12,1,9,0.2,1
2011-12-12,2,4,0.2,1
2011-12-12,3,2,0.18,1
2011-12-12,4,3,0.18,1
2011-12-12,5,21,0.16,1
2011-12-12,6,64,0.16,1
2011-12-12,7,235,0.14,1
2011-12-12,8,385,0.16,2
2011-12-12,9,220,0.18,2
2011-12-12,10,105,0.22,2
2011-12-12,11,115,0.26,2
2011-12-12,12,145,0.28,1
2011-12-12,13,166,0.3,2
2011-12-12,14,111,0.32,2
2011-12-12,15,132,0.32,2
2011-12-12,16,214,0.32,2
2011-12-12,17,359,0.3,2
2011-12-12,18,357,0.3,1
2011-12-12,19,241,0.28,1
2011-12-12,20,165,0.3,1
2011-12-12,21,121,0.26,1
2011-12-12,22,71,0.26,1
2011-12-12,23,45,0.24,1
2011-12-13,0,17,0.22,1
2011-12-13,1,4,0.2,1
2011-12-13,2,2,0.2,1
2011-12-13,3,3,0.18,1
2011-12-13,4,4,0.2,1
2011-12-13,5,20,0.18,1
2011-12-13,6,92,0.2,1
2011-12-13,7,223,0.16,1
2011-12-13,8,400,0.2,1
2011-12-13,9,233,0.26,1
2011-12-13,10,102,0.3,1
2011-12-13,11,124,0.34,1
2011-12-13,12,167,0.36,1
2011-12-13,13,127,0.4,1
2011-12-13,14,134,0.4,1
2011-12-13,15,151,0.4,1
2011-12-13,16,207,0.38,1
2011-12-13,17,398,0.36,1
2011-12-13,18,382,0.34,1
2011-12-13,19,267,0.32,1
2011-12-13,20,161,0.32,1
2011-12-13,21,139,0.3,1
2011-12-13,22,107,0.3,1
2011-12-13,23,59,0.26,1
2011-12-14,0,22,0.26,1
2011-12-14,1,8,0.26,1
2011-12-14,2,2,0.26,1
2011-12-14,3,3,0.28,1
2011-12-14,4,4,0.26,1
2011-12-14,5,26,0.26,2
2011-12-14,6,87,0.26,2
2011-12-14,7,247,0.28,1
2011-12-14,8,467,0.26,2
2011-12-14,9,239,0.3,2
2011-12-14,10,142,0.32,2
2011-12-14,11,115,0.34,2
2011-12-14,12,144,0.36,2
2011-12-14,13,133,0.36,2
2011-12-14,14,151,0.38,2
2011-12-14,15,167,0.38,2
2011-12-14,16,245,0.38,2
2011-12-14,17,396,0.36,2
2011-12-14,18,390,0.36,2
2011-12-14,19,268,0.36,2
2011-12-14,20,175,0.34,2
2011-12-14,21,154,0.34,2
2011-12-14,22,104,0.34,1
2011-12-14,23,51,0.32,1
2011-12-15,0,50,0.32,1
2011-12-15,1,20,0.32,2
2011-12-15,2,7,0.32,2
2011-12-15,3,3,0.32,2
2011-12-15,4,6,0.32,2
2011-12-15,5,24,0.32,2
2011-12-15,6,92,0.32,1
2011-12-15,7,258,0.32,1
2011-12-15,8,457,0.34,2
2011-12-15,9,280,0.36,2
2011-12-15,10,109,0.4,2
2011-12-15,11,135,0.4,2
2011-12-15,12,157,0.46,2
2011-12-15,13,164,0.5,2
2011-12-15,14,132,0.52,2
2011-12-15,15,82,0.52,3
2011-12-15,16,131,0.46,3
2011-12-15,17,324,0.52,2
2011-12-15,18,377,0.52,2
2011-12-15,19,287,0.52,2
2011-12-15,20,221,0.52,1
2011-12-15,21,155,0.5,1
2011-12-15,22,124,0.52,1
2011-12-15,23,114,0.52,1
2011-12-16,0,72,0.5,1
2011-12-16,1,31,0.5,1
2011-12-16,2,23,0.48,1
2011-12-16,3,5,0.46,1
2011-12-16,4,5,0.5,2
2011-12-16,5,26,0.48,1
2011-12-16,6,82,0.44,2
2011-12-16,7,231,0.38,2
2011-12-16,8,459,0.36,1
2011-12-16,9,243,0.36,1
2011-12-16,10,132,0.34,1
2011-12-16,11,144,0.34,2
2011-12-16,12,173,0.34,2
2011-12-16,13,137,0.34,2
2011-12-16,14,128,0.34,2
2011-12-16,15,153,0.32,2
2011-12-16,16,224,0.32,2
2011-12-16,17,365,0.32,2
2011-12-16,18,295,0.32,2
2011-12-16,19,214,0.32,2
2011-12-16,20,152,0.32,2
2011-12-16,21,102,0.32,2
2011-12-16,22,106,0.3,2
2011-12-16,23,75,0.3,2
2011-12-17,0,62,0.3,1
2011-12-17,1,43,0.3,2
2011-12-17,2,58,0.28,2
2011-12-17,3,26,0.26,1
2011-12-17,4,9,0.24,1
2011-12-17,5,9,0.26,2
2011-12-17,6,17,0.26,2
2011-12-17,7,20,0.26,2
2011-12-17,8,59,0.26,2
2011-12-17,9,100,0.26,2
2011-12-17,10,181,0.26,2
2011-12-17,11,209,0.28,2
2011-12-17,12,244,0.28,2
2011-12-17,13,236,0.28,2
2011-12-17,14,237,0.28,1
2011-12-17,15,228,0.28,1
2011-12-17,16,222,0.28,1
2011-12-17,17,165,0.26,1
2011-12-17,18,157,0.26,1
2011-12-17,19,106,0.24,3
2011-12-17,20,106,0.22,1
2011-12-17,21,96,0.2,1
2011-12-17,22,80,0.2,1
2011-12-17,23,69,0.2,1
2011-12-18,0,71,0.2,1
2011-12-18,1,46,0.2,1
2011-12-18,2,41,0.22,1
2011-12-18,3,18,0.22,1
2011-12-18,4,1,0.22,1
2011-12-18,5,5,0.2,1
2011-12-18,6,3,0.2,1
2011-12-18,7,12,0.2,1
2011-12-18,8,32,0.2,1
2011-12-18,9,81,0.22,1
2011-12-18,10,129,0.24,1
2011-12-18,11,188,0.24,2
2011-12-18,12,228,0.26,1
2011-12-18,13,228,0.3,1
2011-12-18,14,219,0.3,1
2011-12-18,15,207,0.32,1
2011-12-18,16,234,0.28,1
2011-12-18,17,136,0.28,1
2011-12-18,18,138,0.28,1
2011-12-18,19,135,0.26,1
2011-12-18,20,104,0.24,1
2011-12-18,21,89,0.22,1
2011-12-18,22,49,0.22,1
2011-12-18,23,37,0.2,1
2011-12-19,0,17,0.2,1
2011-12-19,1,11,0.18,1
2011-12-19,2,3,0.18,1
2011-12-19,3,3,0.16,1
2011-12-19,4,4,0.16,1
2011-12-19,5,21,0.14,1
2011-12-19,6,68,0.16,1
2011-12-19,7,191,0.18,1
2011-12-19,8,397,0.2,1
2011-12-19,9,183,0.22,1
2011-12-19,10,108,0.24,1
2011-12-19,11,127,0.26,1
2011-12-19,12,141,0.3,1
2011-12-19,13,142,0.34,1
2011-12-19,14,137,0.36,1
2011-12-19,15,159,0.38,1
2011-12-19,16,208,0.4,1
2011-12-19,17,378,0.38,1
2011-12-19,18,354,0.36,1
2011-12-19,19,251,0.36,2
2011-12-19,20,206,0.4,1
2011-12-19,21,127,0.36,2
2011-12-19,22,107,0.36,2
2011-12-19,23,60,0.36,1
2011-12-20,0,21,0.36,1
2011-12-20,1,6,0.36,1
2011-12-20,2,11,0.34,2
2011-12-20,3,2,0.34,2
2011-12-20,4,4,0.36,2
2011-12-20,5,15,0.36,2
2011-12-20,6,72,0.36,2
2011-12-20,7,268,0.36,2
2011-12-20,8,432,0.42,2
2011-12-20,9,259,0.36,2
2011-12-20,10,129,0.42,2
2011-12-20,11,129,0.4,2
2011-12-20,12,175,0.44,2
2011-12-20,13,181,0.44,2
2011-12-20,14,138,0.44,2
2011-12-20,15,154,0.44,2
2011-12-20,16,238,0.44,1
2011-12-20,17,431,0.4,1
2011-12-20,18,411,0.38,1
2011-12-20,19,224,0.38,1
2011-12-20,20,147,0.36,1
2011-12-20,21,143,0.36,1
2011-12-20,22,107,0.36,2
2011-12-20,23,53,0.38,2
2011-12-21,0,25,0.34,2
2011-12-21,1,11,0.36,2
2011-12-21,2,4,0.36,2
2011-12-21,3,2,0.36,2
2011-12-21,4,2,0.36,2
2011-12-21,5,28,0.38,2
2011-12-21,6,76,0.36,2
2011-12-21,7,229,0.36,2
2011-12-21,8,405,0.36,3
2011-12-21,9,234,0.4,2
2011-12-21,10,89,0.48,2
2011-12-21,11,56,0.48,2
2011-12-21,12,61,0.46,3
2011-12-21,13,58,0.44,3
2011-12-21,14,51,0.48,2
2011-12-21,15,61,0.48,2
2011-12-21,16,101,0.44,3
2011-12-21,17,229,0.44,3
2011-12-21,18,280,0.44,2
2011-12-21,19,209,0.5,2
2011-12-21,20,167,0.5,2
2011-12-21,21,123,0.5,1
2011-12-21,22,105,0.5,1
2011-12-21,23,54,0.5,1
2011-12-22,0,27,0.5,2
2011-12-22,1,15,0.44,1
2011-12-22,2,11,0.48,1
2011-12-22,3,6,0.44,1
2011-12-22,4,3,0.38,1
2011-12-22,5,16,0.38,1
2011-12-22,6,64,0.36,1
2011-12-22,7,186,0.34,1
2011-12-22,8,343,0.36,2
2011-12-22,9,228,0.38,2
2011-12-22,10,141,0.4,2
2011-12-22,11,145,0.44,2
2011-12-22,12,202,0.48,2
2011-12-22,13,188,0.46,2
2011-12-22,14,159,0.46,2
2011-12-22,15,214,0.48,2
2011-12-22,16,256,0.46,2
2011-12-22,17,356,0.44,2
2011-12-22,18,288,0.44,2
2011-12-22,19,142,0.44,2
2011-12-22,20,33,0.42,3
2011-12-22,21,17,0.42,3
2011-12-22,22,17,0.36,3
2011-12-22,23,11,0.4,3
2011-12-23,0,9,0.4,3
2011-12-23,1,12,0.4,3
2011-12-23,2,13,0.38,3
2011-12-23,3,4,0.38,3
2011-12-23,4,2,0.38,3
2011-12-23,5,8,0.36,1
2011-12-23,6,40,0.38,1
2011-12-23,7,92,0.38,1
2011-12-23,8,182,0.4,1
2011-12-23,9,156,0.4,1
2011-12-23,10,104,0.4,1
2011-12-23,11,174,0.4,1
2011-12-23,12,170,0.4,1
2011-12-23,13,194,0.4,1
2011-12-23,14,200,0.4,1
2011-12-23,15,203,0.38,1
2011-12-23,16,181,0.38,1
2011-12-23,17,140,0.36,1
2011-12-23,18,95,0.36,1
2011-12-23,19,76,0.34,1
2011-12-23,20,50,0.32,1
2011-12-23,21,32,0.32,1
2011-12-23,22,47,0.32,1
2011-12-23,23,25,0.32,1
2011-12-24,0,23,0.32,2
2011-12-24,1,16,0.32,2
2011-12-24,2,26,0.32,2
2011-12-24,3,5,0.32,2
2011-12-24,4,3,0.32,2
2011-12-24,5,4,0.32,2
2011-12-24,6,10,0.3,2
2011-12-24,7,10,0.3,1
2011-12-24,8,27,0.28,1
2011-12-24,9,56,0.3,1
2011-12-24,10,56,0.3,1
2011-12-24,11,71,0.32,1
2011-12-24,12,94,0.34,1
2011-12-24,13,121,0.34,1
2011-12-24,14,85,0.34,1
2011-12-24,15,97,0.32,1
2011-12-24,16,99,0.32,1
2011-12-24,17,68,0.28,1
2011-12-24,18,35,0.3,1
2011-12-24,19,25,0.3,1
2011-12-24,20,24,0.26,1
2011-12-24,21,19,0.26,1
2011-12-24,22,20,0.24,1
2011-12-24,23,17,0.24,1
2011-12-25,0,6,0.24,1
2011-12-25,1,4,0.22,1
2011-12-25,2,2,0.22,1
2011-12-25,3,4,0.22,1
2011-12-25,5,1,0.2,1
2011-12-25,6,1,0.2,1
2011-12-25,7,4,0.22,1
2011-12-25,8,5,0.2,1
2011-12-25,9,23,0.24,1
2011-12-25,10,43,0.26,1
2011-12-25,11,85,0.3,1
2011-12-25,12,66,0.3,1
2011-12-25,13,79,0.32,1
2011-12-25,14,86,0.34,1
2011-12-25,15,91,0.34,1
2011-12-25,16,86,0.36,1
2011-12-25,17,44,0.34,1
2011-12-25,18,30,0.32,1
2011-12-25,19,16,0.32,1
2011-12-25,20,26,0.32,1
2011-12-25,21,19,0.3,1
2011-12-25,22,17,0.28,1
2011-12-25,23,16,0.26,1
2011-12-26,0,11,0.22,1
2011-12-26,1,10,0.28,1
2011-12-26,2,7,0.34,1
2011-12-26,4,2,0.34,1
2011-12-26,5,4,0.34,1
2011-12-26,6,4,0.32,1
2011-12-26,7,19,0.32,1
2011-12-26,8,18,0.32,1
2011-12-26,9,62,0.34,1
2011-12-26,10,70,0.34,1
2011-12-26,11,91,0.34,1
2011-12-26,12,100,0.36,1
2011-12-26,13,140,0.38,1
2011-12-26,14,153,0.38,1
2011-12-26,15,131,0.38,1
2011-12-26,16,97,0.36,1
2011-12-26,17,97,0.34,1
2011-12-26,18,75,0.32,1
2011-12-26,19,65,0.3,1
2011-12-26,20,56,0.3,1
2011-12-26,21,49,0.26,1
2011-12-26,22,27,0.26,1
2011-12-26,23,29,0.26,1
2011-12-27,0,12,0.26,1
2011-12-27,1,6,0.26,1
2011-12-27,2,4,0.26,1
2011-12-27,3,3,0.3,2
2011-12-27,4,3,0.3,2
2011-12-27,5,8,0.3,2
2011-12-27,6,35,0.3,2
2011-12-27,7,80,0.3,2
2011-12-27,8,164,0.3,2
2011-12-27,9,104,0.32,3
2011-12-27,10,60,0.32,2
2011-12-27,11,30,0.32,3
2011-12-27,12,24,0.3,3
2011-12-27,13,20,0.3,3
2011-12-27,14,14,0.42,3
2011-12-27,15,19,0.42,3
2011-12-27,16,46,0.44,3
2011-12-27,17,115,0.4,3
2011-12-27,18,135,0.38,1
2011-12-27,19,90,0.34,1
2011-12-27,20,69,0.32,1
2011-12-27,21,63,0.32,1
2011-12-27,22,32,0.32,1
2011-12-27,23,26,0.3,1
2011-12-28,0,10,0.32,1
2011-12-28,1,12,0.32,1
2011-12-28,2,7,0.32,1
2011-12-28,3,4,0.32,1
2011-12-28,5,9,0.32,1
2011-12-28,6,43,0.32,1
2011-12-28,7,110,0.32,1
2011-12-28,8,217,0.32,1
2011-12-28,9,189,0.32,1
2011-12-28,10,96,0.34,1
2011-12-28,11,111,0.36,1
2011-12-28,12,140,0.34,1
2011-12-28,13,159,0.34,1
2011-12-28,14,120,0.32,1
2011-12-28,15,117,0.32,1
2011-12-28,16,167,0.3,1
2011-12-28,17,250,0.28,1
2011-12-28,18,169,0.26,1
2011-12-28,19,151,0.24,1
2011-12-28,20,79,0.24,1
2011-12-28,21,70,0.22,1
2011-12-28,22,33,0.22,1
2011-12-28,23,39,0.22,1
2011-12-29,0,28,0.22,2
2011-12-29,1,15,0.22,1
2011-12-29,2,3,0.2,1
2011-12-29,3,2,0.2,1
2011-12-29,4,3,0.2,1
2011-12-29,5,10,0.2,1
2011-12-29,6,41,0.2,1
2011-12-29,7,106,0.18,1
2011-12-29,8,210,0.2,2
2011-12-29,9,170,0.2,2
2011-12-29,10,110,0.22,2
2011-12-29,11,122,0.24,2
2011-12-29,12,130,0.26,2
2011-12-29,13,131,0.28,2
2011-12-29,14,142,0.3,2
2011-12-29,15,177,0.3,2
2011-12-29,16,177,0.3,1
2011-12-29,17,240,0.3,1
2011-12-29,18,207,0.3,1
2011-12-29,19,135,0.3,1
2011-12-29,20,96,0.28,1
2011-12-29,21,68,0.28,2
2011-12-29,22,55,0.28,1
2011-12-29,23,45,0.3,1
2011-12-30,0,30,0.28,1
2011-12-30,1,20,0.26,1
2011-12-30,2,12,0.24,1
2011-12-30,3,6,0.24,1
2011-12-30,4,2,0.24,1
2011-12-30,5,10,0.22,1
2011-12-30,6,32,0.24,1
2011-12-30,7,95,0.24,1
2011-12-30,8,205,0.24,2
2011-12-30,9,194,0.26,1
2011-12-30,10,118,0.3,1
2011-12-30,11,171,0.32,1
2011-12-30,12,197,0.32,1
2011-12-30,13,207,0.36,2
2011-12-30,14,245,0.4,2
2011-12-30,15,292,0.42,1
2011-12-30,16,283,0.42,1
2011-12-30,17,242,0.38,1
2011-12-30,18,182,0.36,1
2011-12-30,19,112,0.34,2
2011-12-30,20,91,0.34,2
2011-12-30,21,95,0.36,2
2011-12-30,22,85,0.34,2
2011-12-30,23,73,0.36,2
2011-12-31,0,44,0.38,2
2011-12-31,1,35,0.4,2
2011-12-31,2,28,0.4,2
2011-12-31,3,18,0.4,2
2011-12-31,4,10,0.38,1
2011-12-31,5,1,0.36,2
2011-12-31,6,6,0.4,2
2011-12-31,7,19,0.38,3
2011-12-31,8,49,0.34,1
2011-12-31,9,90,0.38,1
2011-12-31,10,128,0.4,1
2011-12-31,11,217,0.42,1
2011-12-31,12,273,0.52,1
2011-12-31,13,313,0.5,1
2011-12-31,14,300,0.46,1
